event_id,title,category,city,description,price,capacity,date
270,Business Fest 2025,business,Kolkata,A fantastic business event in Kolkata.,1974.8,654,2025-10-13
271,Spiritual Fest 2024,spiritual,Hyderabad,A fantastic spiritual event in Hyderabad.,819.93,840,2025-10-08
272,Sports Fest 2025,sports,Bangalore,A fantastic sports event in Bangalore.,257.89,470,2025-11-14
273,Business Fest 2025,business,Kolkata,A fantastic business event in Kolkata.,330.62,748,2025-08-27
274,Cultural Fest 2024,cultural,Jaipur,A fantastic cultural event in Jaipur.,1963.82,451,2025-07-07
275,Education Fest 2024,education,Kolkata,A fantastic education event in Kolkata.,1157.72,380,2025-11-21
276,Technology Fest 2025,technology,Lucknow,A fantastic technology event in Lucknow.,1371.03,577,2025-11-12
277,Cultural Fest 2024,cultural,Jaipur,A fantastic cultural event in Jaipur.,335.12,832,2025-10-25
278,Food Fest 2025,food,Chennai,A fantastic food event in Chennai.,1660.43,956,2025-08-26
279,Technology Fest 2024,technology,Mumbai,A fantastic technology event in Mumbai.,1586.13,481,2025-09-15
280,Business Fest 2024,business,Chennai,A fantastic business event in Chennai.,1453.77,841,2025-10-07
281,Sports Fest 2025,sports,Chennai,A fantastic sports event in Chennai.,641.37,935,2025-12-01
282,Entertainment Fest 2025,entertainment,Mumbai,A fantastic entertainment event in Mumbai.,859.59,674,2025-08-22
283,Spiritual Fest 2025,spiritual,Pune,A fantastic spiritual event in Pune.,1597.13,416,2025-08-04
284,Entertainment Fest 2025,entertainment,Kolkata,A fantastic entertainment event in Kolkata.,714.46,92,2025-12-05
285,Spiritual Fest 2025,spiritual,Delhi,A fantastic spiritual event in Delhi.,1787.14,429,2025-07-08
286,Spiritual Fest 2024,spiritual,Chennai,A fantastic spiritual event in Chennai.,662.52,259,2025-11-11
287,Cultural Fest 2024,cultural,Hyderabad,A fantastic cultural event in Hyderabad.,1708.63,799,2025-11-11
288,Food Fest 2025,food,Hyderabad,A fantastic food event in Hyderabad.,715.22,967,2025-12-06
289,Technology Fest 2025,technology,Bangalore,A fantastic technology event in Bangalore.,1265.38,577,2025-11-05
290,Food Fest 2024,food,Hyderabad,A fantastic food event in Hyderabad.,739.05,517,2025-09-23
291,Technology Fest 2025,technology,Kolkata,A fantastic technology event in Kolkata.,1289.55,479,2025-09-11
292,Food Fest 2024,food,Chennai,A fantastic food event in Chennai.,1274.12,863,2025-09-18
293,Entertainment Fest 2025,entertainment,Jaipur,A fantastic entertainment event in Jaipur.,537.32,824,2025-08-20
294,Technology Fest 2025,technology,Mumbai,A fantastic technology event in Mumbai.,1427.84,426,2025-08-27
295,Food Fest 2025,food,Pune,A fantastic food event in Pune.,537.74,889,2025-09-22
296,Education Fest 2024,education,Kolkata,A fantastic education event in Kolkata.,1628.81,658,2025-09-26
297,Entertainment Fest 2025,entertainment,Pune,A fantastic entertainment event in Pune.,1893.85,138,2025-11-30
298,Sports Fest 2024,sports,Ahmedabad,A fantastic sports event in Ahmedabad.,1613.46,174,2025-11-15
299,Food Fest 2025,food,Hyderabad,A fantastic food event in Hyderabad.,229.19,202,2025-10-27
300,Technology Fest 2025,technology,Bangalore,A fantastic technology event in Bangalore.,1565.93,304,2025-07-21
301,Education Fest 2025,education,Ahmedabad,A fantastic education event in Ahmedabad.,279.15,823,2025-07-27
302,Food Fest 2024,food,Mumbai,A fantastic food event in Mumbai.,1098.97,494,2025-12-14
303,Business Fest 2025,business,Delhi,A fantastic business event in Delhi.,1978.19,148,2025-11-05
304,Business Fest 2024,business,Ahmedabad,A fantastic business event in Ahmedabad.,982.69,788,2025-11-11
305,Spiritual Fest 2024,spiritual,Chennai,A fantastic spiritual event in Chennai.,950.42,730,2025-09-06
306,Cultural Fest 2024,cultural,Hyderabad,A fantastic cultural event in Hyderabad.,1843.63,465,2025-06-24
307,Education Fest 2025,education,Lucknow,A fantastic education event in Lucknow.,1558.92,746,2025-09-02
308,Technology Fest 2024,technology,Kolkata,A fantastic technology event in Kolkata.,850.81,71,2025-09-20
309,Food Fest 2024,food,Mumbai,A fantastic food event in Mumbai.,1973.45,977,2025-08-25
310,Sports Fest 2024,sports,Pune,A fantastic sports event in Pune.,1175.01,399,2025-11-19
311,Cultural Fest 2024,cultural,Chennai,A fantastic cultural event in Chennai.,1454.8,730,2025-12-18
312,Business Fest 2024,business,Delhi,A fantastic business event in Delhi.,163.58,459,2025-09-28
313,Cultural Fest 2025,cultural,Lucknow,A fantastic cultural event in Lucknow.,761.39,128,2025-10-10
314,Business Fest 2025,business,Kolkata,A fantastic business event in Kolkata.,107.43,252,2025-09-15
315,Education Fest 2024,education,Delhi,A fantastic education event in Delhi.,1464.22,764,2025-08-13
316,Food Fest 2024,food,Hyderabad,A fantastic food event in Hyderabad.,1086.1,949,2025-08-20
317,Business Fest 2025,business,Pune,A fantastic business event in Pune.,1508.54,398,2025-11-23
318,Spiritual Fest 2025,spiritual,Kolkata,A fantastic spiritual event in Kolkata.,1409.88,999,2025-07-01
319,Business Fest 2025,business,Chennai,A fantastic business event in Chennai.,1187.75,508,2025-06-30
320,Business Fest 2024,business,Mumbai,A fantastic business event in Mumbai.,1012.51,60,2025-09-26
321,Cultural Fest 2024,cultural,Ahmedabad,A fantastic cultural event in Ahmedabad.,294.73,806,2025-12-19
322,Technology Fest 2025,technology,Jaipur,A fantastic technology event in Jaipur.,469.74,133,2025-08-14
323,Business Fest 2024,business,Bangalore,A fantastic business event in Bangalore.,223.62,512,2025-11-01
324,Food Fest 2024,food,Chennai,A fantastic food event in Chennai.,1836.86,503,2025-11-09
325,Entertainment Fest 2024,entertainment,Chennai,A fantastic entertainment event in Chennai.,1318.95,138,2025-12-01
326,Food Fest 2025,food,Mumbai,A fantastic food event in Mumbai.,374.36,154,2025-07-13
327,Sports Fest 2025,sports,Ahmedabad,A fantastic sports event in Ahmedabad.,623.31,885,2025-08-04
328,Cultural Fest 2025,cultural,Ahmedabad,A fantastic cultural event in Ahmedabad.,370.81,641,2025-07-31
329,Cultural Fest 2024,cultural,Bangalore,A fantastic cultural event in Bangalore.,763.64,823,2025-11-25
330,Sports Fest 2025,sports,Lucknow,A fantastic sports event in Lucknow.,446.28,854,2025-12-14
331,Food Fest 2024,food,Kolkata,A fantastic food event in Kolkata.,145.71,519,2025-08-29
332,Food Fest 2024,food,Lucknow,A fantastic food event in Lucknow.,1018.65,752,2025-11-19
333,Spiritual Fest 2025,spiritual,Delhi,A fantastic spiritual event in Delhi.,287.27,735,2025-10-06
334,Technology Fest 2024,technology,Chennai,A fantastic technology event in Chennai.,1953.07,454,2025-11-07
335,Cultural Fest 2024,cultural,Mumbai,A fantastic cultural event in Mumbai.,738.61,452,2025-09-26
336,Business Fest 2024,business,Mumbai,A fantastic business event in Mumbai.,1477.84,227,2025-10-20
337,Business Fest 2025,business,Mumbai,A fantastic business event in Mumbai.,1840.24,778,2025-11-26
338,Spiritual Fest 2024,spiritual,Delhi,A fantastic spiritual event in Delhi.,1590.8,864,2025-10-20
339,Spiritual Fest 2024,spiritual,Delhi,A fantastic spiritual event in Delhi.,1229.32,254,2025-10-10
340,Spiritual Fest 2025,spiritual,Chennai,A fantastic spiritual event in Chennai.,1687.15,625,2025-08-30
341,Business Fest 2025,business,Bangalore,A fantastic business event in Bangalore.,108.96,637,2025-11-15
342,Food Fest 2024,food,Mumbai,A fantastic food event in Mumbai.,381.26,858,2025-11-18
343,Entertainment Fest 2024,entertainment,Hyderabad,A fantastic entertainment event in Hyderabad.,1327.26,632,2025-09-28
344,Entertainment Fest 2024,entertainment,Delhi,A fantastic entertainment event in Delhi.,922.76,531,2025-09-21
345,Business Fest 2024,business,Bangalore,A fantastic business event in Bangalore.,797.74,843,2025-10-11
346,Spiritual Fest 2025,spiritual,Lucknow,A fantastic spiritual event in Lucknow.,109.87,960,2025-09-22
347,Technology Fest 2025,technology,Jaipur,A fantastic technology event in Jaipur.,937.94,543,2025-09-17
348,Technology Fest 2024,technology,Ahmedabad,A fantastic technology event in Ahmedabad.,860.0,417,2025-11-01
349,Spiritual Fest 2024,spiritual,Delhi,A fantastic spiritual event in Delhi.,1748.47,761,2025-08-26
350,Cultural Fest 2025,cultural,Pune,A fantastic cultural event in Pune.,1214.83,342,2025-10-28
351,Cultural Fest 2025,cultural,Mumbai,A fantastic cultural event in Mumbai.,713.37,531,2025-10-03
352,Technology Fest 2025,technology,Kolkata,A fantastic technology event in Kolkata.,1795.6,65,2025-09-30
353,Technology Fest 2024,technology,Delhi,A fantastic technology event in Delhi.,723.53,492,2025-11-03
354,Business Fest 2025,business,Jaipur,A fantastic business event in Jaipur.,1296.91,980,2025-09-22
355,Cultural Fest 2024,cultural,Ahmedabad,A fantastic cultural event in Ahmedabad.,922.41,483,2025-07-02
356,Technology Fest 2024,technology,Bangalore,A fantastic technology event in Bangalore.,662.43,950,2025-07-21
357,Education Fest 2025,education,Hyderabad,A fantastic education event in Hyderabad.,448.11,406,2025-08-09
358,Education Fest 2025,education,Kolkata,A fantastic education event in Kolkata.,1483.73,655,2025-09-07
359,Sports Fest 2024,sports,Delhi,A fantastic sports event in Delhi.,1051.68,459,2025-07-27
360,Entertainment Fest 2024,entertainment,Bangalore,A fantastic entertainment event in Bangalore.,1847.17,262,2025-09-05
361,Spiritual Fest 2024,spiritual,Kolkata,A fantastic spiritual event in Kolkata.,1363.23,881,2025-07-11
362,Business Fest 2025,business,Lucknow,A fantastic business event in Lucknow.,813.25,412,2025-08-19
363,Food Fest 2025,food,Ahmedabad,A fantastic food event in Ahmedabad.,433.43,201,2025-09-25
364,Food Fest 2025,food,Ahmedabad,A fantastic food event in Ahmedabad.,810.58,697,2025-08-31
365,Sports Fest 2024,sports,Pune,A fantastic sports event in Pune.,1249.88,269,2025-12-03
366,Cultural Fest 2024,cultural,Ahmedabad,A fantastic cultural event in Ahmedabad.,711.94,326,2025-12-06
367,Technology Fest 2024,technology,Mumbai,A fantastic technology event in Mumbai.,1417.71,112,2025-12-01
368,Education Fest 2025,education,Bangalore,A fantastic education event in Bangalore.,506.47,704,2025-07-27
369,Food Fest 2025,food,Jaipur,A fantastic food event in Jaipur.,972.69,950,2025-08-02
370,Sports Fest 2024,sports,Hyderabad,A fantastic sports event in Hyderabad.,748.09,710,2025-10-16
371,Sports Fest 2025,sports,Chennai,A fantastic sports event in Chennai.,756.17,382,2025-09-26
372,Cultural Fest 2024,cultural,Delhi,A fantastic cultural event in Delhi.,1795.87,158,2025-07-12
373,Business Fest 2024,business,Jaipur,A fantastic business event in Jaipur.,1690.81,389,2025-12-09
374,Food Fest 2024,food,Bangalore,A fantastic food event in Bangalore.,1328.64,159,2025-08-31
375,Cultural Fest 2024,cultural,Lucknow,A fantastic cultural event in Lucknow.,1436.9,996,2025-08-17
376,Cultural Fest 2024,cultural,Jaipur,A fantastic cultural event in Jaipur.,1039.37,582,2025-09-20
377,Cultural Fest 2024,cultural,Chennai,A fantastic cultural event in Chennai.,1796.2,919,2025-07-24
378,Education Fest 2025,education,Mumbai,A fantastic education event in Mumbai.,1371.06,407,2025-12-11
379,Sports Fest 2025,sports,Delhi,A fantastic sports event in Delhi.,983.47,203,2025-12-19
380,Education Fest 2025,education,Pune,A fantastic education event in Pune.,303.5,266,2025-09-02
381,Food Fest 2024,food,Lucknow,A fantastic food event in Lucknow.,1497.37,299,2025-12-17
382,Technology Fest 2025,technology,Chennai,A fantastic technology event in Chennai.,1901.17,912,2025-07-05
383,Business Fest 2025,business,Mumbai,A fantastic business event in Mumbai.,464.92,447,2025-11-18
384,Technology Fest 2024,technology,Jaipur,A fantastic technology event in Jaipur.,1222.71,317,2025-07-16
385,Cultural Fest 2024,cultural,Mumbai,A fantastic cultural event in Mumbai.,281.68,128,2025-11-23
386,Food Fest 2024,food,Jaipur,A fantastic food event in Jaipur.,376.62,372,2025-11-29
387,Technology Fest 2025,technology,Chennai,A fantastic technology event in Chennai.,1796.72,768,2025-11-10
388,Spiritual Fest 2025,spiritual,Jaipur,A fantastic spiritual event in Jaipur.,1990.58,964,2025-09-02
389,Technology Fest 2025,technology,Lucknow,A fantastic technology event in Lucknow.,689.6,769,2025-12-09
390,Education Fest 2024,education,Pune,A fantastic education event in Pune.,491.79,290,2025-09-07
391,Technology Fest 2025,technology,Kolkata,A fantastic technology event in Kolkata.,215.47,133,2025-11-04
392,Spiritual Fest 2024,spiritual,Hyderabad,A fantastic spiritual event in Hyderabad.,1822.29,239,2025-06-29
393,Food Fest 2024,food,Mumbai,A fantastic food event in Mumbai.,1566.56,357,2025-10-14
394,Sports Fest 2025,sports,Pune,A fantastic sports event in Pune.,905.45,519,2025-11-10
395,Sports Fest 2025,sports,Pune,A fantastic sports event in Pune.,422.52,668,2025-10-14
396,Spiritual Fest 2024,spiritual,Chennai,A fantastic spiritual event in Chennai.,696.85,830,2025-08-11
397,Spiritual Fest 2024,spiritual,Pune,A fantastic spiritual event in Pune.,963.89,434,2025-09-27
398,Business Fest 2025,business,Jaipur,A fantastic business event in Jaipur.,1710.8,483,2025-11-27
399,Technology Fest 2024,technology,Delhi,A fantastic technology event in Delhi.,1993.17,595,2025-09-13
400,Spiritual Fest 2025,spiritual,Kolkata,A fantastic spiritual event in Kolkata.,1063.34,828,2025-12-14
401,Food Fest 2025,food,Hyderabad,A fantastic food event in Hyderabad.,225.53,869,2025-07-14
402,Cultural Fest 2024,cultural,Delhi,A fantastic cultural event in Delhi.,273.23,93,2025-07-01
403,Cultural Fest 2024,cultural,Kolkata,A fantastic cultural event in Kolkata.,680.17,148,2025-11-06
404,Entertainment Fest 2025,entertainment,Bangalore,A fantastic entertainment event in Bangalore.,1832.17,545,2025-08-17
405,Business Fest 2024,business,Lucknow,A fantastic business event in Lucknow.,1697.75,135,2025-12-10
406,Business Fest 2025,business,Delhi,A fantastic business event in Delhi.,1794.56,375,2025-11-30
407,Spiritual Fest 2025,spiritual,Delhi,A fantastic spiritual event in Delhi.,1761.25,267,2025-10-16
408,Technology Fest 2025,technology,Mumbai,A fantastic technology event in Mumbai.,1335.18,397,2025-12-16
409,Entertainment Fest 2025,entertainment,Hyderabad,A fantastic entertainment event in Hyderabad.,1138.78,426,2025-11-16
410,Sports Fest 2024,sports,Chennai,A fantastic sports event in Chennai.,513.11,78,2025-09-27
411,Food Fest 2024,food,Chennai,A fantastic food event in Chennai.,1795.76,517,2025-10-20
412,Food Fest 2025,food,Bangalore,A fantastic food event in Bangalore.,1827.55,879,2025-06-30
413,Entertainment Fest 2025,entertainment,Mumbai,A fantastic entertainment event in Mumbai.,1115.32,705,2025-08-07
414,Food Fest 2025,food,Hyderabad,A fantastic food event in Hyderabad.,987.43,315,2025-11-23
415,Food Fest 2024,food,Lucknow,A fantastic food event in Lucknow.,180.32,425,2025-10-03
416,Technology Fest 2025,technology,Kolkata,A fantastic technology event in Kolkata.,1185.69,575,2025-08-19
417,Sports Fest 2024,sports,Kolkata,A fantastic sports event in Kolkata.,1925.39,515,2025-07-10
418,Food Fest 2025,food,Bangalore,A fantastic food event in Bangalore.,1674.93,385,2025-07-08
419,Education Fest 2024,education,Ahmedabad,A fantastic education event in Ahmedabad.,1049.32,942,2025-10-10
420,Education Fest 2024,education,Pune,A fantastic education event in Pune.,1381.8,265,2025-11-11
421,Technology Fest 2025,technology,Kolkata,A fantastic technology event in Kolkata.,1241.43,693,2025-09-21
422,Spiritual Fest 2024,spiritual,Chennai,A fantastic spiritual event in Chennai.,1988.36,570,2025-09-29
423,Technology Fest 2025,technology,Kolkata,A fantastic technology event in Kolkata.,683.89,87,2025-12-02
424,Sports Fest 2024,sports,Hyderabad,A fantastic sports event in Hyderabad.,1742.79,877,2025-07-13
425,Business Fest 2025,business,Pune,A fantastic business event in Pune.,1980.11,101,2025-10-05
426,Spiritual Fest 2025,spiritual,Pune,A fantastic spiritual event in Pune.,998.36,541,2025-11-28
427,Education Fest 2025,education,Mumbai,A fantastic education event in Mumbai.,1221.99,968,2025-08-09
428,Business Fest 2025,business,Mumbai,A fantastic business event in Mumbai.,991.91,996,2025-09-16
429,Sports Fest 2024,sports,Pune,A fantastic sports event in Pune.,1007.15,524,2025-11-12
430,Technology Fest 2024,technology,Bangalore,A fantastic technology event in Bangalore.,686.24,540,2025-06-28
431,Entertainment Fest 2025,entertainment,Pune,A fantastic entertainment event in Pune.,505.68,158,2025-09-23
432,Entertainment Fest 2025,entertainment,Kolkata,A fantastic entertainment event in Kolkata.,243.81,400,2025-08-26
433,Spiritual Fest 2025,spiritual,Ahmedabad,A fantastic spiritual event in Ahmedabad.,1581.12,923,2025-08-05
434,Food Fest 2025,food,Jaipur,A fantastic food event in Jaipur.,1519.47,76,2025-09-26
435,Sports Fest 2024,sports,Bangalore,A fantastic sports event in Bangalore.,1053.94,158,2025-08-27
436,Entertainment Fest 2025,entertainment,Mumbai,A fantastic entertainment event in Mumbai.,1944.65,705,2025-09-22
437,Spiritual Fest 2024,spiritual,Jaipur,A fantastic spiritual event in Jaipur.,618.05,784,2025-11-25
438,Education Fest 2025,education,Jaipur,A fantastic education event in Jaipur.,1770.93,865,2025-11-02
439,Food Fest 2025,food,Pune,A fantastic food event in Pune.,425.6,745,2025-11-28
440,Technology Fest 2024,technology,Lucknow,A fantastic technology event in Lucknow.,1540.6,702,2025-11-09
441,Cultural Fest 2025,cultural,Chennai,A fantastic cultural event in Chennai.,293.05,921,2025-07-05
442,Business Fest 2024,business,Jaipur,A fantastic business event in Jaipur.,1193.82,302,2025-07-17
443,Technology Fest 2024,technology,Delhi,A fantastic technology event in Delhi.,925.61,693,2025-11-12
444,Entertainment Fest 2025,entertainment,Ahmedabad,A fantastic entertainment event in Ahmedabad.,1652.3,856,2025-11-06
445,Food Fest 2025,food,Delhi,A fantastic food event in Delhi.,340.11,876,2025-11-02
446,Education Fest 2025,education,Lucknow,A fantastic education event in Lucknow.,1055.9,186,2025-08-29
447,Education Fest 2025,education,Hyderabad,A fantastic education event in Hyderabad.,1921.9,469,2025-08-23
448,Food Fest 2024,food,Ahmedabad,A fantastic food event in Ahmedabad.,480.36,268,2025-08-18
449,Cultural Fest 2024,cultural,Bangalore,A fantastic cultural event in Bangalore.,679.04,632,2025-11-18
450,Technology Fest 2024,technology,Ahmedabad,A fantastic technology event in Ahmedabad.,1808.99,100,2025-07-02
451,Food Fest 2024,food,Delhi,A fantastic food event in Delhi.,489.57,929,2025-12-09
452,Business Fest 2024,business,Ahmedabad,A fantastic business event in Ahmedabad.,1456.3,368,2025-09-16
453,Sports Fest 2025,sports,Lucknow,A fantastic sports event in Lucknow.,417.16,251,2025-08-13
454,Business Fest 2024,business,Pune,A fantastic business event in Pune.,1194.28,965,2025-07-26
455,Sports Fest 2025,sports,Jaipur,A fantastic sports event in Jaipur.,642.36,667,2025-09-30
456,Business Fest 2025,business,Jaipur,A fantastic business event in Jaipur.,1962.89,424,2025-07-14
457,Technology Fest 2025,technology,Jaipur,A fantastic technology event in Jaipur.,1431.41,354,2025-10-16
458,Entertainment Fest 2024,entertainment,Jaipur,A fantastic entertainment event in Jaipur.,561.71,297,2025-12-20
459,Education Fest 2024,education,Pune,A fantastic education event in Pune.,1774.76,314,2025-06-26
460,Business Fest 2024,business,Chennai,A fantastic business event in Chennai.,559.05,211,2025-12-04
461,Entertainment Fest 2025,entertainment,Lucknow,A fantastic entertainment event in Lucknow.,775.42,828,2025-11-17
462,Food Fest 2025,food,Kolkata,A fantastic food event in Kolkata.,362.64,244,2025-09-25
463,Education Fest 2025,education,Bangalore,A fantastic education event in Bangalore.,1903.1,315,2025-09-14
464,Education Fest 2024,education,Hyderabad,A fantastic education event in Hyderabad.,377.62,672,2025-11-13
465,Entertainment Fest 2025,entertainment,Hyderabad,A fantastic entertainment event in Hyderabad.,1461.2,563,2025-08-23
466,Cultural Fest 2024,cultural,Bangalore,A fantastic cultural event in Bangalore.,1644.93,362,2025-07-04
467,Technology Fest 2025,technology,Jaipur,A fantastic technology event in Jaipur.,1441.26,644,2025-07-13
468,Sports Fest 2024,sports,Mumbai,A fantastic sports event in Mumbai.,1823.75,639,2025-07-02
469,Entertainment Fest 2025,entertainment,Delhi,A fantastic entertainment event in Delhi.,784.05,813,2025-12-18
470,Sports Fest 2025,sports,Delhi,A fantastic sports event in Delhi.,1773.91,496,2025-09-11
471,Technology Fest 2024,technology,Lucknow,A fantastic technology event in Lucknow.,1839.5,878,2025-12-20
472,Education Fest 2024,education,Pune,A fantastic education event in Pune.,694.31,802,2025-07-29
473,Business Fest 2024,business,Chennai,A fantastic business event in Chennai.,819.51,737,2025-09-27
474,Entertainment Fest 2024,entertainment,Chennai,A fantastic entertainment event in Chennai.,576.29,997,2025-09-07
475,Entertainment Fest 2024,entertainment,Delhi,A fantastic entertainment event in Delhi.,1739.16,894,2025-10-12
476,Spiritual Fest 2025,spiritual,Pune,A fantastic spiritual event in Pune.,1674.64,521,2025-10-27
477,Spiritual Fest 2024,spiritual,Delhi,A fantastic spiritual event in Delhi.,1305.52,216,2025-09-09
478,Entertainment Fest 2025,entertainment,Pune,A fantastic entertainment event in Pune.,904.48,210,2025-08-23
479,Food Fest 2025,food,Pune,A fantastic food event in Pune.,1007.12,842,2025-12-20
480,Cultural Fest 2024,cultural,Lucknow,A fantastic cultural event in Lucknow.,272.05,250,2025-09-21
481,Cultural Fest 2025,cultural,Chennai,A fantastic cultural event in Chennai.,1425.85,238,2025-06-30
482,Cultural Fest 2025,cultural,Hyderabad,A fantastic cultural event in Hyderabad.,1286.84,829,2025-08-26
483,Sports Fest 2025,sports,Lucknow,A fantastic sports event in Lucknow.,1426.15,98,2025-12-14
484,Entertainment Fest 2024,entertainment,Lucknow,A fantastic entertainment event in Lucknow.,184.93,429,2025-09-28
485,Food Fest 2024,food,Pune,A fantastic food event in Pune.,1493.17,884,2025-09-30
486,Sports Fest 2025,sports,Bangalore,A fantastic sports event in Bangalore.,301.48,198,2025-07-08
487,Entertainment Fest 2025,entertainment,Mumbai,A fantastic entertainment event in Mumbai.,1723.74,674,2025-07-09
488,Spiritual Fest 2025,spiritual,Delhi,A fantastic spiritual event in Delhi.,1047.06,745,2025-08-10
489,Cultural Fest 2024,cultural,Lucknow,A fantastic cultural event in Lucknow.,665.5,950,2025-10-12
490,Food Fest 2024,food,Mumbai,A fantastic food event in Mumbai.,1199.88,122,2025-12-11
491,Entertainment Fest 2024,entertainment,Pune,A fantastic entertainment event in Pune.,659.29,101,2025-12-16
492,Technology Fest 2025,technology,Jaipur,A fantastic technology event in Jaipur.,453.26,613,2025-10-02
493,Business Fest 2025,business,Kolkata,A fantastic business event in Kolkata.,1651.42,77,2025-11-12
494,Sports Fest 2025,sports,Jaipur,A fantastic sports event in Jaipur.,1168.64,949,2025-08-07
495,Technology Fest 2025,technology,Delhi,A fantastic technology event in Delhi.,1877.49,557,2025-07-29
496,Spiritual Fest 2024,spiritual,Kolkata,A fantastic spiritual event in Kolkata.,1096.19,154,2025-09-19
497,Business Fest 2024,business,Jaipur,A fantastic business event in Jaipur.,966.41,436,2025-12-17
498,Technology Fest 2024,technology,Pune,A fantastic technology event in Pune.,1535.66,223,2025-08-17
499,Cultural Fest 2025,cultural,Delhi,A fantastic cultural event in Delhi.,910.11,252,2025-07-02
500,Technology Fest 2025,technology,Pune,A fantastic technology event in Pune.,1998.71,491,2025-11-24
501,Spiritual Fest 2024,spiritual,Hyderabad,A fantastic spiritual event in Hyderabad.,275.62,901,2025-08-12
502,Entertainment Fest 2024,entertainment,Chennai,A fantastic entertainment event in Chennai.,1583.89,594,2025-09-11
503,Entertainment Fest 2024,entertainment,Kolkata,A fantastic entertainment event in Kolkata.,902.02,345,2025-10-08
504,Entertainment Fest 2025,entertainment,Kolkata,A fantastic entertainment event in Kolkata.,710.08,239,2025-11-28
505,Education Fest 2024,education,Chennai,A fantastic education event in Chennai.,587.31,129,2025-12-03
506,Technology Fest 2024,technology,Mumbai,A fantastic technology event in Mumbai.,1273.98,365,2025-08-23
507,Technology Fest 2025,technology,Ahmedabad,A fantastic technology event in Ahmedabad.,1311.59,518,2025-12-09
508,Technology Fest 2025,technology,Kolkata,A fantastic technology event in Kolkata.,1620.59,971,2025-08-12
509,Spiritual Fest 2024,spiritual,Bangalore,A fantastic spiritual event in Bangalore.,203.91,425,2025-07-30
510,Business Fest 2025,business,Jaipur,A fantastic business event in Jaipur.,1392.08,575,2025-11-08
511,Sports Fest 2024,sports,Ahmedabad,A fantastic sports event in Ahmedabad.,966.69,327,2025-12-11
512,Entertainment Fest 2025,entertainment,Mumbai,A fantastic entertainment event in Mumbai.,1406.2,501,2025-08-06
513,Food Fest 2025,food,Chennai,A fantastic food event in Chennai.,129.82,677,2025-09-28
514,Entertainment Fest 2025,entertainment,Bangalore,A fantastic entertainment event in Bangalore.,136.5,272,2025-07-18
515,Sports Fest 2024,sports,Delhi,A fantastic sports event in Delhi.,1931.3,709,2025-10-29
516,Food Fest 2024,food,Mumbai,A fantastic food event in Mumbai.,1130.06,724,2025-09-27
517,Business Fest 2024,business,Jaipur,A fantastic business event in Jaipur.,916.24,595,2025-11-01
518,Cultural Fest 2025,cultural,Bangalore,A fantastic cultural event in Bangalore.,677.89,350,2025-06-27
519,Food Fest 2025,food,Ahmedabad,A fantastic food event in Ahmedabad.,289.3,677,2025-10-23
520,Cultural Fest 2025,cultural,Ahmedabad,A fantastic cultural event in Ahmedabad.,1697.33,399,2025-07-02
521,Entertainment Fest 2025,entertainment,Mumbai,A fantastic entertainment event in Mumbai.,771.97,248,2025-08-17
522,Technology Fest 2025,technology,Bangalore,A fantastic technology event in Bangalore.,1773.96,555,2025-10-17
523,Business Fest 2024,business,Lucknow,A fantastic business event in Lucknow.,1658.08,254,2025-09-21
524,Spiritual Fest 2024,spiritual,Delhi,A fantastic spiritual event in Delhi.,510.9,738,2025-06-27
525,Business Fest 2024,business,Jaipur,A fantastic business event in Jaipur.,1349.76,689,2025-11-13
526,Sports Fest 2025,sports,Ahmedabad,A fantastic sports event in Ahmedabad.,161.56,229,2025-06-25
527,Food Fest 2024,food,Bangalore,A fantastic food event in Bangalore.,614.18,141,2025-10-16
528,Technology Fest 2025,technology,Lucknow,A fantastic technology event in Lucknow.,774.62,80,2025-07-29
529,Education Fest 2024,education,Pune,A fantastic education event in Pune.,689.27,384,2025-11-18
530,Food Fest 2024,food,Mumbai,A fantastic food event in Mumbai.,1079.62,636,2025-09-08
531,Spiritual Fest 2024,spiritual,Mumbai,A fantastic spiritual event in Mumbai.,1050.52,922,2025-09-22
532,Cultural Fest 2024,cultural,Bangalore,A fantastic cultural event in Bangalore.,1604.67,635,2025-08-22
533,Technology Fest 2024,technology,Ahmedabad,A fantastic technology event in Ahmedabad.,586.97,981,2025-10-16
534,Entertainment Fest 2024,entertainment,Lucknow,A fantastic entertainment event in Lucknow.,1253.88,161,2025-10-01
535,Food Fest 2025,food,Chennai,A fantastic food event in Chennai.,658.91,976,2025-10-21
536,Sports Fest 2024,sports,Pune,A fantastic sports event in Pune.,602.95,445,2025-11-26
537,Cultural Fest 2024,cultural,Mumbai,A fantastic cultural event in Mumbai.,605.24,990,2025-07-01
538,Spiritual Fest 2024,spiritual,Delhi,A fantastic spiritual event in Delhi.,431.74,295,2025-10-14
539,Spiritual Fest 2025,spiritual,Bangalore,A fantastic spiritual event in Bangalore.,1160.8,909,2025-11-13
540,Education Fest 2024,education,Ahmedabad,A fantastic education event in Ahmedabad.,412.77,75,2025-09-07
541,Sports Fest 2024,sports,Kolkata,A fantastic sports event in Kolkata.,1809.07,751,2025-10-05
542,Education Fest 2024,education,Bangalore,A fantastic education event in Bangalore.,1163.94,841,2025-12-19
543,Cultural Fest 2024,cultural,Bangalore,A fantastic cultural event in Bangalore.,759.08,296,2025-11-01
544,Technology Fest 2025,technology,Kolkata,A fantastic technology event in Kolkata.,1254.58,915,2025-09-07
